species	read_count_below_10	RPMM_below_300
1_CP002659_1_Sphaerochaeta_coccoides_DSM_17374__complete_genome_BAC	yes	yes
1_CP002666_1_Cellulomonas_fimi_ATCC_484__complete_genome_BAC	yes	yes
1_CP002623_1_Roseobacter_litoralis_Och_149__complete_genome_BAC	yes	yes
1_CP002667_1_Gallibacterium_anatis_UMN179__complete_genome_BAC	yes	yes
1_CP002683_1_Thermodesulfatator_indicus_DSM_15286__complete_genome_BAC	yes	yes
1_CP002689_1_Porphyromonas_asaccharolytica_DSM_20707__complete_genome_BAC	yes	yes
1_CP002690_1_Thermodesulfobium_narugense_DSM_14796__complete_genome_BAC	yes	yes
1_CP002691_1_Haliscomenobacter_hydrossis_DSM_1100__complete_genome_BAC	yes	yes
1_CP002696_1_Treponema_brennaborense_DSM_12168__complete_genome_BAC	yes	yes
1_CP002728_1_Tepidanaerobacter_acetatoxydans_Re1__complete_genome_BAC	yes	yes
1_CP002628_1_Coriobacterium_glomerans_PW2__complete_genome_BAC	yes	yes
1_CP002608_1_Chlamydophila_pecorum_E58__complete_genome_BAC	yes	yes
1_CP002536_1_Deinococcus_proteolyticus_MRP__complete_genome_BAC	yes	yes
1_CP002549_1_Chlamydia_psittaci_6BC_chromosome__complete_genome_BAC	yes	yes
1_CP002541_1_Sphaerochaeta_globosa_str__Buddy__complete_genome_BAC	yes	yes
1_CP002542_1_Fluviicola_taffensis_DSM_16823__complete_genome_BAC	yes	yes
1_CP002543_1_Desulfurobacterium_thermolithotrophum_DSM_11699__complete_genome_BAC	yes	yes
1_CP002544_1_Odoribacter_splanchnicus_DSM_20712__complete_genome_BAC	yes	yes
1_CP002545_1_Pseudopedobacter_saltans_DSM_12145_chromosome__complete_genome_BAC	yes	yes
1_CP002546_1_Rubinisphaera_brasiliensis_DSM_5305_chromosome__complete_genome_BAC	yes	yes
1_CP002547_1_Syntrophobotulus_glycolicus_DSM_8271__complete_genome_BAC	yes	yes
1_CP002557_1_Francisella_cf__novicida_Fx1__complete_genome_BAC	yes	yes
1_CP002606_1_Hippea_maritima_DSM_10411__complete_genome_BAC	yes	yes
1_CP002559_1_Lactobacillus_amylovorus_strain_30SC__complete_genome_BAC	yes	yes
1_CP002568_1_Polymorphum_gilvum_SL003B_26A1__complete_genome_BAC	yes	yes
1_CP002582_1_Clostridium_lentocellum_DSM_5427__complete_genome_BAC	yes	yes
1_CP002583_1_Marinomonas_mediterranea_MMB_1__complete_genome_BAC	yes	yes
1_CP002589_1_Prevotella_denticola_F0289__complete_genome_BAC	yes	yes
1_CP002593_1_Pseudonocardia_dioxanivorans_CB1190__complete_genome_BAC	yes	yes
1_CP002599_1_Burkholderia_gladioli_BSR3_chromosome_1__complete_sequence_BAC	yes	yes
1_CP003221_1_Desulfocurvibacter_africanus_subsp__africanus_str__Walvis_Bay_chromosome__complete_genome_BAC	yes	yes
1_CP003236_1_Tistrella_mobilis_KA081020_065__complete_genome_BAC	yes	yes
1_CP006850_1_Nocardia_nova_SH22a__complete_genome_BAC	yes	yes
1_CP003851_1_Leuconostoc_carnosum_JB16__complete_genome_BAC	yes	yes
1_CP004141_1_Edwardsiella_piscicida_C07_087__complete_genome_BAC	yes	yes
1_CP004346_1_Bifidobacterium_thermophilum_RBL67__complete_genome_BAC	yes	yes
1_CP004348_1_Beta_proteobacterium_CB_chromosome__complete_genome_BAC	yes	yes
1_CP004350_1_Corynebacterium_casei_LMG_S_19264__complete_genome_BAC	yes	yes
1_CP004353_1_Corynebacterium_vitaeruminis_DSM_20294__complete_genome_BAC	yes	yes
1_CP004354_1_Corynebacterium_callunae_DSM_20147__complete_genome_BAC	yes	yes
1_CP004360_1_Komagataeibacter_xylinus_E25_chromosome__complete_genome_BAC	yes	yes
1_CP004370_1_Streptomyces_albidoflavus_strain_J1074__complete_genome_BAC	yes	yes
1_CP004371_1_Flammeovirgaceae_bacterium_311__complete_genome_BAC	yes	yes
1_CP004372_1_Roseibacterium_elongatum_DSM_19469__complete_genome_BAC	yes	yes
1_CP004387_1_Alcanivorax_pacificus_W11_5__complete_genome_BAC	yes	yes
1_CP004388_1_Thalassospira_xiamenensis_M_5___DSM_17429__complete_genome_BAC	yes	yes
1_CP004393_1_Celeribacter_indicus_strain_P73__complete_genome_BAC	yes	yes
1_CP004409_1_Streptococcus_cristatus_AS_1_3089_chromosome__complete_genome_BAC	yes	yes
1_CP004752_2_Mannheimia_haemolytica_USDA_ARS_USMARC_183_chromosome__complete_genome_BAC	yes	yes
1_CP005074_1_Spiroplasma_taiwanense_CT_1__complete_genome_BAC	yes	yes
1_CP005076_1_Spiroplasma_diminutum_CUAS_1__complete_genome_BAC	yes	yes
1_CP004121_1_Clostridium_saccharoperbutylacetonicum_N1_4_HMT___complete_genome_BAC	yes	yes
1_CP004120_1_Treponema_pedis_str__T_A4__complete_genome_BAC	yes	yes
1_CP004078_1_Paenibacillus_sabinae_T27__complete_genome_BAC	yes	yes
1_CP003940_1_Cyanobacterium_stanieri_PCC_7202__complete_genome_BAC	yes	yes
1_CP003863_1_Paraburkholderia_phenoliruptrix_BR3459a_chromosome_1__complete_sequence_BAC	yes	yes
1_CP003876_1_Nocardia_brasiliensis_ATCC_700358__complete_genome_BAC	yes	yes
1_CP003879_1_Psychroflexus_torquis_ATCC_700755__complete_genome_BAC	yes	yes
1_CP003899_1_Mycobacterium_liflandii_128FXT__complete_genome_BAC	yes	yes
1_CP003915_1_Advenella_mimigardefordensis_DPN7__complete_genome_BAC	yes	yes
1_CP003923_1_Bacillus_lehensis_G1__complete_genome_BAC	yes	yes
1_CP003924_1_Corynebacterium_maris_DSM_45190__complete_genome_BAC	yes	yes
1_CP003944_1_Dactylococcopsis_salina_PCC_8305__complete_genome_BAC	yes	yes
1_CP004066_1_Campylobacter_coli_CVM_N29710__complete_genome_BAC	yes	yes
1_CP003947_1_Cyanobacterium_aponinum_PCC_10605__complete_genome_BAC	yes	yes
1_CP003984_1_Planktomarina_temperata_RCA23__complete_genome_BAC	yes	yes
1_CP003985_1_Desulfocapsa_sulfexigens_DSM_10523__complete_genome_BAC	yes	yes
1_CP003989_2_Thioalkalivibrio_nitratireducens_DSM_14787__complete_genome_BAC	yes	yes
1_CP004006_1_Legionella_oakridgensis_ATCC_33761___DSM_21215__complete_genome_BAC	yes	yes
1_CP004015_1_Rhizobium_tropici_CIAT_899__complete_genome_BAC	yes	yes
1_CP004033_1_Chlamydia_pecorum_PV3056_3__complete_genome_BAC	yes	yes
1_CP005077_1_Spiroplasma_chrysopicola_DF_1__complete_genome_BAC	yes	yes
1_CP005078_1_Spiroplasma_syrphidicola_EA_1__complete_genome_BAC	yes	yes
1_CP005080_1_Streptomyces_fulvissimus_DSM_40593_chromosome__complete_genome_BAC	yes	yes
1_CP006764_1_Corynebacterium_doosanense_CAU_212___DSM_45436__complete_genome_BAC	yes	yes
1_CP006647_2_Borrelia_miyamotoi_LB_2001__complete_genome_BAC	yes	yes
1_CP006650_1_Paracoccus_aminophilus_JCM_7686__complete_genome_BAC	yes	yes
1_CP006681_1_Spiroplasma_culicicola_AES_1__complete_genome_BAC	yes	yes
1_CP006682_1_Spiroplasma_apis_B31__complete_genome_BAC	yes	yes
1_CP006694_1_Leptospira_santarosai_serovar_Shermani_str__LT_821_chromosome_I__complete_sequence_BAC	yes	yes
1_CP006718_1_Vibrio_alginolyticus_NBRC_15630___ATCC_17749_chromosome_1__complete_sequence_BAC	yes	yes
1_CP006763_1_Clostridium_autoethanogenum_DSM_10061__complete_genome_BAC	yes	yes
1_CP006771_1_Mycoplasma_parvum_str__Indiana__complete_genome_BAC	yes	yes
1_CP006643_1_Bacillus_infantis_NRRL_B_14911__complete_genome_BAC	yes	yes
1_CP006772_1_Bacteroidales_bacterium_CF__complete_genome_BAC	yes	yes
1_CP006773_1_Leisingera_methylohalidivorans_DSM_14336_strain_MB2__DSM_14336__complete_genome_BAC	yes	yes
1_CP006812_1_Carnobacterium_inhibens_subsp__gilichinskyi_strain_WN1359__complete_genome_BAC	yes	yes
1_CP006835_1_Mycobacterium_kansasii_ATCC_12478__complete_genome_BAC	yes	yes
1_CP006837_1_Lysinibacillus_varians_strain_GY32__complete_genome_BAC	yes	yes
1_CP006841_1_Corynebacterium_lactis_RW2_5__complete_genome_BAC	yes	yes
1_CP006842_1_Corynebacterium_glyciniphilum_AJ_3170__complete_genome_BAC	yes	yes
1_CP006644_1_Sphingomonas_sanxanigenens_NX02__complete_genome_BAC	yes	yes
1_CP006571_1_Chlamydia_avium_10DC88__complete_genome_BAC	yes	yes
1_CP005286_1_Corynebacterium_humireducens_NBRC_106098___DSM_45392__complete_genome_BAC	yes	yes
1_CP005990_1_Spiribacter_curvatus_strain_UAH_SP71__complete_genome_BAC	yes	yes
1_CP005287_1_Cutibacterium_avidum_44067_chromosome__complete_genome_BAC	yes	yes
1_CP005941_1_Streptococcus_iniae_SF1__complete_genome_BAC	yes	yes
1_CP005960_1_Pseudomonas_mandelii_JR_1__complete_genome_BAC	yes	yes
1_CP005963_1_Spiribacter_salinus_M19_40__complete_genome_BAC	yes	yes
1_CP005965_1_Bacillus_paralicheniformis_ATCC_9945a__complete_genome_BAC	yes	yes
1_CP005973_1_Photobacterium_gaetbulicola_Gung47_chromosome_1__complete_sequence_BAC	yes	yes
1_CP005986_1_Acidithiobacillus_caldus_ATCC_51756__complete_genome_BAC	yes	yes
1_CP005996_1_Cycloclasticus_zancles_78_ME__complete_genome_BAC	yes	yes
1_CP006569_1_Sodalis_praecaptivus_strain_HS1__complete_genome_BAC	yes	yes
1_CP006003_1_Myxococcus_fulvus_124B02__complete_genome_BAC	yes	yes
1_CP006018_1_Bifidobacterium_indicum_LMG_11587___DSM_20214__complete_genome_BAC	yes	yes
1_CP006252_1_Serratia_liquefaciens_ATCC_27592__complete_genome_BAC	yes	yes
1_CP006254_2_Geobacillus_genomosp__3_strain_JF8__complete_genome_BAC	yes	yes
1_CP006259_1_Streptomyces_collinus_Tu_365_chromosome__complete_genome_BAC	yes	yes
1_CP006272_1_Actinoplanes_friuliensis_DSM_7358__complete_genome_BAC	yes	yes
1_CP006365_1_Corynebacterium_argentoratense_DSM_44202__complete_genome_BAC	yes	yes
1_CP003860_1_Streptococcus_anginosus_C1051__complete_genome_BAC	yes	yes
1_CP003841_1_Alteromonas_macleodii_ATCC_27126__complete_genome_BAC	yes	yes
1_CP003249_1_Thermus_oshimai_JL_2__complete_genome_BAC	yes	yes
1_CP003839_1_Leuconostoc_gelidum_JB7__complete_genome_BAC	yes	yes
1_CP003342_1_Rickettsia_rhipicephali_str__3_7_female6_CWPP__complete_genome_BAC	yes	yes
1_CP003344_1_Desulfitobacterium_dichloroeliminans_LMG_P_21439__complete_genome_BAC	yes	yes
1_CP003345_1_Bernardetia_litoralis_DSM_6794_chromosome__complete_genome_BAC	yes	yes
1_CP003346_1_Echinicola_vietnamensis_DSM_17526__complete_genome_BAC	yes	yes
1_CP003347_1_Mycobacterium_yongonense_05_1390_chromosome__complete_genome_BAC	yes	yes
1_CP003348_1_Desulfitobacterium_dehalogenans_ATCC_51507__complete_genome_BAC	yes	yes
1_CP003349_1_Solitalea_canadensis_DSM_3403__complete_genome_BAC	yes	yes
1_CP003350_1_Frateuria_aurantia_DSM_6220__complete_genome_BAC	yes	yes
1_CP003355_1_Paenibacillus_larvae_subsp__larvae_DSM_25430__complete_genome_BAC	yes	yes
1_CP003358_1_Mesorhizobium_australicum_WSM2073__complete_genome_BAC	yes	yes
1_CP003359_1_Halobacteroides_halobius_DSM_5150__complete_genome_BAC	yes	yes
1_CP003360_1_Desulfomonile_tiedjei_DSM_6799__complete_genome_BAC	yes	yes
1_CP003364_1_Singulisphaera_acidiphila_DSM_18658__complete_genome_BAC	yes	yes
1_CP003368_1_Prevotella_dentalis_DSM_3688_chromosome_1__complete_sequence_BAC	yes	yes
1_CP003379_1_Terriglobus_roseus_DSM_18391__complete_genome_BAC	yes	yes
1_CP003382_1_Deinococcus_peraridilitoris_DSM_19664__complete_genome_BAC	yes	yes
1_CP003389_1_Corallococcus_coralloides_DSM_2259__complete_genome_BAC	yes	yes
1_CP003341_1_Rickettsia_parkeri_str__Portsmouth__complete_genome_BAC	yes	yes
1_CP003340_1_Rickettsia_montanensis_str__OSU_85_930__complete_genome_BAC	yes	yes
1_CP003338_1_Rickettsia_australis_str__Cutlack__complete_genome_BAC	yes	yes
1_CP003280_1_Aequorivita_sublithincola_DSM_14238__complete_genome_BAC	yes	yes
1_CP003255_1_Thermobacillus_composti_KWC4__complete_genome_BAC	yes	yes
1_CP003257_1_Marinitoga_piezophila_KA3__complete_genome_BAC	yes	yes
1_CP003260_1_Fervidobacterium_pennivorans_DSM_9078__complete_genome_BAC	yes	yes
1_CP003261_1_Clostridium_pasteurianum_BC1__complete_genome_BAC	yes	yes
1_CP003273_1_Desulfotomaculum_gibsoniae_DSM_7213__complete_genome_BAC	yes	yes
1_CP003274_1_Alistipes_finegoldii_DSM_17242__complete_genome_BAC	yes	yes
1_CP003275_1_Streptomyces_hygroscopicus_subsp__jinggangensis_5008__complete_genome_BAC	yes	yes
1_CP003281_1_Belliella_baltica_DSM_15883__complete_genome_BAC	yes	yes
1_CP003334_1_Rickettsia_amblyommatis_str__GAT_30V_chromosome__complete_genome_BAC	yes	yes
1_CP003282_1_Spirochaeta_africana_DSM_8902__complete_genome_BAC	yes	yes
1_CP003283_1_Ornithobacterium_rhinotracheale_DSM_15997__complete_genome_BAC	yes	yes
1_CP003295_1_Streptococcus_infantarius_subsp__infantarius_CJ18__complete_genome_BAC	yes	yes
1_CP003308_1_Rickettsia_philipii_str__364D__complete_genome_BAC	yes	yes
1_CP003324_1_Mycobacterium_intracellulare_MOTT_64__complete_genome_BAC	yes	yes
1_CP003325_1_Bifidobacterium_asteroides_PRL2011__complete_genome_BAC	yes	yes
1_CP003333_1_Sulfurospirillum_barnesii_SES_3__complete_genome_BAC	yes	yes
1_CP003390_3_Methylophaga_nitratireducenticrescens_strain_JAM1__complete_genome_BAC	yes	yes
1_CP003402_1_Francisella_noatunensis_subsp__orientalis_str__Toba_04__complete_genome_BAC	yes	yes
1_CP003410_1_Amycolatopsis_keratiniphila_strain_HCCB10007__complete_genome_BAC	yes	yes
1_CP003745_1_Bibersteinia_trehalosi_USDA_ARS_USMARC_192__complete_genome_BAC	yes	yes
1_CP003696_1_Corynebacterium_terpenotabidum_Y_11__complete_genome_BAC	yes	yes
1_CP003697_1_Corynebacterium_halotolerans_YIM_70093___DSM_44683__complete_genome_BAC	yes	yes
1_CP003703_1_Mycoplasma_wenyonii_str__Massachusetts__complete_genome_BAC	yes	yes
1_CP003732_1_Thermacetogenium_phaeum_DSM_12270__complete_genome_BAC	yes	yes
1_CP003737_1_Enterobacter_kobei_strain_ENHKU01__complete_genome_BAC	yes	yes
1_CP003740_1_Octadecabacter_antarcticus_307__complete_genome_BAC	yes	yes
1_CP003742_1_Octadecabacter_arcticus_238__complete_genome_BAC	yes	yes
1_CP003746_2_Simiduia_agarivorans_SA1___DSM_21679__complete_genome_BAC	yes	yes
1_CP003653_1_Stanieria_cyanosphaera_PCC_7437__complete_genome_BAC	yes	yes
1_CP003774_1_Burkholderia_cepacia_GG4_chromosome_1__complete_sequence_BAC	yes	yes
1_CP003778_1_Xanthomonas_citri_subsp__citri_Aw12879__complete_genome_BAC	yes	yes
1_CP003788_1_Nocardiopsis_alba_ATCC_BAA_2165__complete_genome_BAC	yes	yes
1_CP003789_1_Liberibacter_crescens_BT_1__complete_genome_BAC	yes	yes
1_CP003800_1_Streptococcus_constellatus_subsp__pharyngis_C232__complete_genome_BAC	yes	yes
1_CP003811_1_Methylobacterium_oryzae_CBMB20__complete_genome_BAC	yes	yes
1_CP003837_1_Paraglaciecola_psychrophila_170_chromosome__complete_genome_BAC	yes	yes
1_CP003659_1_Anabaena_cylindrica_PCC_7122__complete_genome_BAC	yes	yes
1_CP003639_1_Desulfosporosinus_acidiphilus_SJ4__complete_genome_BAC	yes	yes
1_CP003418_1_Ignavibacterium_album_JCM_16511__complete_genome_BAC	yes	yes
1_CP003532_1_Mesotoga_prima_MesG1_Ag_4_2__complete_genome_BAC	yes	yes
1_CP003466_1_Alcanivorax_dieselolei_B5__complete_genome_BAC	yes	yes
1_CP003479_1_Helicobacter_cetorum_MIT_00_7128__complete_genome_BAC	yes	yes
1_CP003488_1_Providencia_stuartii_MRSN_2154__complete_genome_BAC	yes	yes
1_CP003493_1_Acidipropionibacterium_acidipropionici_ATCC_4875_chromosome__complete_genome_BAC	yes	yes
1_CP003495_1_Cyanobium_gracile_PCC_6307__complete_genome_BAC	yes	yes
1_CP003502_1_Prevotella_intermedia_17_chromosome_I__complete_sequence_BAC	yes	yes
1_CP003504_1_Enterococcus_hirae_ATCC_9790__complete_genome_BAC	yes	yes
1_CP003537_1_Bdellovibrio_exovorus_JSS__complete_genome_BAC	yes	yes
1_CP003629_1_Desulfosporosinus_meridiei_DSM_13257__complete_genome_BAC	yes	yes
1_CP003555_1_Advenella_kashmirensis_WT001__complete_genome_BAC	yes	yes
1_CP003557_1_Melioribacter_roseus_P3M__complete_genome_BAC	yes	yes
1_CP003587_1_Gloeobacter_kilaueensis_JS1__complete_genome_BAC	yes	yes
1_CP003597_1_Chroococcidiopsis_thermalis_PCC_7203__complete_genome_BAC	yes	yes
1_CP003607_1_Oscillatoria_acuminata_PCC_6304__complete_genome_BAC	yes	yes
1_CP003614_1_Oscillatoria_nigro_viridis_PCC_7112__complete_genome_BAC	yes	yes
1_CP003620_1_Crinalium_epipsammum_PCC_9333__complete_genome_BAC	yes	yes
NZ_CP038817.1_Haemophilus_parahaemolyticus_strain_NEB129_chromosome__complete_genome	yes	yes
1_CP010359_1_Pseudomonas_plecoglossicida_strain_NyZ12__complete_genome_BAC	no	yes
1_FR821777_2_Staphylococcus_argenteus_MSHR1132_complete_genome_sequence_BAC	no	yes
1_CU928158_2_Escherichia_fergusonii_ATCC_35469_chromosome__complete_genome_BAC	no	yes
CP003826.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1399503_reverse_complement_	no	yes
1_CP007025_1_Escherichia_albertii_KF1__complete_genome_BAC	no	yes
1_FR877557_1_Salmonella_bongori_NCTC_12419__culture_collection_SGSC_SARC11__complete_genome_BAC	no	yes
1_CP007557_1_Citrobacter_freundii_CFNIH1__complete_genome_BAC	no	yes
1_AL592022_1_Listeria_innocua_Clip11262_complete_genome_BAC	no	yes
1_CP025979_1_Escherichia_marmotae_strain_HT073016_chromosome__complete_genome_BAC	no	yes
1_CP000416_1_Lactobacillus_brevis_ATCC_367__complete_genome_BAC	no	yes
1_CP000783_1_Cronobacter_sakazakii_ATCC_BAA_894__complete_genome_BAC	no	yes
CP003832.1_Cryptococcus_neoformans_var._grubii_H99_1_to_756744_reverse_complement_	no	yes
CP003820.1_Cryptococcus_neoformans_var._grubii_H99_1_to_2291499_reverse_complement_	no	yes
1_AP009484_1_Macrococcus_caseolyticus_JCSC5402_DNA__complete_genome_BAC	no	yes
1_FN543502_1_Citrobacter_rodentium_ICC168__complete_genome_BAC	no	yes
1_HG916765_1_Castellaniella_defragrans_65Phen_complete_genome_BAC	no	yes
1_CP022114_1_Kluyvera_georgiana_strain_YDC799_chromosome__complete_genome_BAC	no	yes
1_CP006704_1_Comamonas_testosteroni_TK102__complete_genome_BAC	no	yes
1_CP012873_1_Weissella_cibaria_strain_CH2__complete_genome_BAC	no	yes
CP003823.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1084805_reverse_complement_	no	yes
1_AM263198_1_Listeria_welshimeri_serovar_6b_str__SLCC5334_complete_genome_BAC	no	yes
1_AP018335_1_Ureibacillus_thermosphaericus_DNA__complete_geonome__strain__A1_BAC	no	yes
CP003829.1_Cryptococcus_neoformans_var._grubii_H99_1_to_1059964_reverse_complement_	no	yes
1_CP020618_1_Staphylococcus_hominis_subsp__hominis_strain_K1_chromosome__complete_genome_BAC	no	yes
1_CP013614_1_Enterococcus_silesiacus_strain_LMG_23085__complete_genome_BAC	no	yes
1_CP019597_1_Staphylococcus_cohnii_strain_SNUDS_2_chromosome__complete_genome_BAC	no	yes
CP003833.2_Cryptococcus_neoformans_var._grubii_H99_1_to_942867_reverse_complement_	no	yes
1_CP015839_1_Marinobacterium_aestuarii_strain_ST58_10__complete_genome_BAC	no	yes
1_CP002439_1_Staphylococcus_pseudintermedius_HKU10_03__complete_genome_BAC	no	yes
CP019491.1_Zygosaccharomyces_parabailii_strain_ATCC_60483_chromosome_2__complete_sequence	no	yes
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC	no	yes
1_CP004143_1_Pseudomonas_denitrificans_ATCC_13867__complete_genome_BAC	no	yes
1_HE999757_2_Carnobacterium_maltaromaticum_LMA28_complete_genome_BAC	no	yes
1_CP014136_1_Gibbsiella_quercinecans_strain_FRB97__complete_genome_BAC	no	yes
1_FN557490_1_Listeria_seeligeri_serovar_1_2b_str__SLCC3954_complete_genome_BAC	no	yes
1_AL009126_3_Bacillus_subtilis_subsp__subtilis_str__168_complete_genome_BAC	no	yes
1_CP009365_1_Pseudomonas_soli_strain_SJ10__complete_genome_BAC	no	yes
1_CP019986_1_Citrobacter_werkmanii_strain_BF_6_chromosome__complete_genome_BAC	no	yes
1_CP009470_1_Staphylococcus_schleiferi_strain_1360_13__complete_genome_BAC	no	yes
1_CP009455_1_Pseudomonas_cremoricolorata_strain_ND07__complete_genome_BAC	no	yes
1_AM902716_1_Bordetella_petrii_strain_DSM_12804__complete_genome_BAC	no	yes
1_AP009332_1_Lactococcus_garvieae_ATCC_49156_DNA__complete_genome_BAC	no	yes
1_AP013068_1_Pseudomonas_resinovorans_NBRC_106553_DNA__complete_geonome_BAC	no	yes
1_CP006721_1_Clostridium_saccharobutylicum_DSM_13864__complete_genome_BAC	no	yes
1_CP011602_1_Phytobacter_ursingii_strain_CAV1151_chromosome__complete_genome_BAC	no	yes
1_AE015451_2_Pseudomonas_putida_KT2440_complete_genome_BAC	no	yes
1_CP019609_1_Vagococcus_penaei_strain_CD276__complete_genome_BAC	no	yes
1_CP019041_1_Acinetobacter_junii_strain_65__complete_genome_BAC	no	yes
1_AP009385_1_Burkholderia_multivorans_ATCC_17616_DNA__complete_genome__chromosome_1_BAC	no	yes
1_CP000514_1_Marinobacter_hydrocarbonoclasticus_VT8_chromosome__complete_genome_BAC	no	yes
1_CP020377_1_Staphylococcus_sciuri_strain_SNUDS_18_chromosome__complete_genome_BAC	no	yes
1_CP000822_1_Citrobacter_koseri_ATCC_BAA_895__complete_genome_BAC	no	yes
1_CP009623_1_Staphylococcus_agnetis_strain_908__complete_genome_BAC	no	yes
1_CP013114_1_Staphylococcus_equorum_strain_KS1039__complete_genome_BAC	no	yes
1_CP023074_1_Enterococcus_thailandicus_strain_a523_chromosome__complete_genome_BAC	no	yes
1_CP020448_2_Citrobacter_braakii_strain_FDAARGOS_253_chromosome__complete_genome_BAC	no	yes
1_LN906634_1_Lactobacillus_reuteri__complete_genome__strain_ATCC_53608_BAC	no	yes
1_FR687253_1_Listeria_ivanovii_subsp__ivanovii_PAM_55__complete_genome_BAC	no	yes
1_CP000413_1_Lactobacillus_gasseri_ATCC_33323__complete_genome_BAC	no	yes
1_FO681494_1_Xanthomonas_fuscans_subsp__fuscans_str__4834_R__chromosome__complete_genome_BAC	no	yes
1_CP008696_1_Pseudomonas_chlororaphis_strain_PA23__complete_genome_BAC	no	yes
1_CP000076_1_Pseudomonas_protegens_Pf_5__complete_genome_BAC	no	yes
1_CP018898_1_Bordetella_trematum_isolate_E202_chromosome__complete_genome_BAC	no	yes
1_CP010415_1_Azotobacter_chroococcum_NCIMB_8003__complete_genome_BAC	no	yes
1_CP000680_1_Pseudomonas_mendocina_ymp__complete_genome_BAC	no	yes
1_FP565176_1_Xanthomonas_albilineans_GPE_PC73_complete_genome_BAC	no	yes
1_CP000896_1_Acholeplasma_laidlawii_PG_8A__complete_genome_BAC	no	yes
1_CP003583_1_Enterococcus_faecium_DO__complete_genome_BAC	no	yes
1_CP001339_1_Thioalkalivibrio_sulfidiphilus_HL_EbGr7_chromosome__complete_genome_BAC	no	yes
1_CP002585_1_Pseudomonas_brassicacearum_subsp__brassicacearum_NFM421__complete_genome_BAC	no	yes
1_CP018180_1_Lactobacillus_nagelii_strain_TMW_1_1827_chromosome__complete_genome_BAC	no	yes
1_AP008934_1_Staphylococcus_saprophyticus_subsp__saprophyticus_ATCC_15305_DNA__complete_genome_BAC	no	yes
1_CP022695_1_Citrobacter_farmeri_strain_AUSMDU00008141_chromosome__complete_genome_BAC	no	yes
1_CP020773_1_Staphylococcus_lutrae_strain_ATCC_700373_chromosome__complete_genome_BAC	no	yes
1_CP009781_1_Yersinia_aldovae_670_83__complete_genome_BAC	no	yes
1_CP011971_1_Steroidobacter_denitrificans_strain_DSM_18526__complete_genome_BAC	no	yes
1_CP018420_1_Pseudomonas_veronii_strain_R02_chromosome__complete_genome_BAC	no	yes
1_CP019445_1_Kosakonia_cowanii_strain_888_76_chromosome__complete_genome_BAC	no	yes
1_CP010311_1_Geoalkalibacter_subterraneus_strain_Red1__complete_genome_BAC	no	yes
1_AE016825_1_Chromobacterium_violaceum_ATCC_12472__complete_genome_BAC	no	yes
